Cites,Authors,Title,Year,keywords,Affiliations,PapersNum
0,V Thayananthan,Research Article Stiefel Manifold and TCQ based on Unit Memory Coding for MIMO System,2014,"Energy aware algorithms, EE, topologies, CT, routing protocols, ACO, WSN",King Abdulaziz University,
0,V Thayananthan,PARTIAL UNIT MEMORY CODING AND PHYSICAL LAYER SECURITY,2014,PHYSICAL LAYER SECURITY,King Abdulaziz University,
0,V Thayananthan,Green & Sustain Energy Technology and Applications,2014, Clean energy; Global warming; Human energy; Green energy; Mechanical energy,King Abdulaziz University,
4,V Thayananthan,Risk prediction system based on MIMO system for vehicle users,2013," Risk prediction system, MIMO, Health monitoring system, e-Health",King Abdulaziz University,
4,V Thayananthan,Trellis coding based on RLLPUM codes for RFID reader-to-tag channel,2013,"Trellis coding, RLLPUM codes, RFID, Balanced codes, Reader-to-tag channel",King Abdulaziz University,
3,V Thayananthan,Systems Engineering: Optimization on Stiefel Manifold for MIMO System,2013,Stiefel manifold; MIMO system; optimization; Feedback,King Abdulaziz University,
8,V Thayananthan,Rfid-based body sensors for e-health systems and communications,2012,Body sensors; e-health system; RFID; risk prediction,King Abdulaziz University,
6,V Thayananthan,ANALYSIS OF KEY MANAGEMENT AND QUANTUM CRYPTOGRAPHY IN RFID NETWORKS,2012,"RFID,NETWORKS",King Abdulaziz University,
1,V Thayananthan,RFID based Devices for Educative Environments,2012,"RFID,NETWORKS",King Abdulaziz University,
0,V Thayananthan,Quantized Feedback and the Stiefel Manifold for LDPC Coded MIMO Communication,2012,"Quantization, Feedback, Stiefel manifold, MIMO communication, LDPC coding",King Abdulaziz University,
0,V Thayananthan,Analysis of digital radio systems based on quantum signal processing,2012,"Digital radio system, quantum signal processing, quantum computing, PUM coding, ionospheric plasma",King Abdulaziz University,
6,V Thayananthan,Analysis of Key Management and Quantum Cryptography in Wireless Sensors Networks,2011,"Key management, QC, complexity, WSN, authentication",King Abdulaziz University,
0,V Thayananthan,Analysis of Quantum Computing and Trellis Coding based on PUM Codes,2011,"Trellis coding, QC, complexity, PUM coding, information theory",King Abdulaziz University,
0,V Thayananthan,Achieving self-protection and self-communication features for security of agent-based systems,2008,"mobile agent, destination machine, encryption, decryption, module, security requirements",King Abdulaziz University,
6,V Thayananthan,Trellis coded quantisation based on (partial) unit memory codes,1998,"Performance analysis, Noisy channel ,Convolutional code ,Trellis code, Information rate ,Viterbi decoding, Implementation ,Quantization ,Bit error rate, Information theory ,Signal to quantization noise rate",King Abdulaziz University,
0,V Thayananthan,DSP implementation and design of trellis coded quantisation based on PUM codes,1998,"Trellis Coded Quantisation, Trellis Decoding, Partial Unit Memory Codes",King Abdulaziz University,
0,V Thayananthan,Novel Constrained Codes for Magnetic Recording Systems and Their DSP Implementation,1998,digital magnetic recording,King Abdulaziz University,
0,V Thayananthan,Design of run-length limited partial unit memory codes for digital magnetic recording and trellis coded quantisation based on PUM codes,1998,digital magnetic recording,King Abdulaziz University,
5,V Thayananthan,Trellis Coded Quantisation technique based on partial unit memory codes,1997,digital magnetic recording,King Abdulaziz University,
2,V Thayananthan,Balanced and RLL partial unit memory codes,1997,"digital magnetic recording,RLL",King Abdulaziz University,
0,SK Jarraya,A Deep-CNN Crowd Counting Model for Enforcing Social Distancing during COVID19 Pandemic: Application to Saudi Arabia's Public Places,2021,CNN; crowd counting; COVID19,King Abdulaziz University,
2,SK Jarraya,Deep Multi-Layer Perceptron-Based Obstacle Classification Method From Partial Visual Information: Application to the Assistance of Visually Impaired People,2020,"Image analysis, image classification, supervised learning, mobile applications",King Abdulaziz University,
0,SK Jarraya,A comparative study of Autistic Children Emotion recognition based on Spatio-Temporal and Deep analysis of facial expressions features during a Meltdown Crisis,2020,"Autism ,Meltdown crisis ,Facial expressions ,Compound emotions ,Spatio-temporal Features, CNN",King Abdulaziz University,
0,SK Jarraya,Compound Emotion Recognition of Autistic Children During Meltdown Crisis Based on Deep Spatio-Temporal Analysis of Facial Geometric Features,2020,"Autism, deep spatio-temporal features, meltdown crisis, facial expressions, compound emotions",King Abdulaziz University,
0,SK Jarraya,Abnormal Events and Behavior Detection in Crowd Scenes Based on Deep Learning and Neighborhood Component Analysis Feature Selection,2020,"Abnormal events detection, Keyframes selection ,Neighborhood Component Analysis, Video surveillance",King Abdulaziz University,
5,SK Jarraya,Comprehensive evaluation of skeleton features-based fall detection from Microsoft Kinect v2,2019,"Fall detection , Skeleton features , Feature selection , Kinect v2 , Neighborhood component feature selection",King Abdulaziz University,
2,SK Jarraya,Meltdowncrisis: Dataset of autistic children during meltdown crisis,2019,"Autism, autistic children, Meltdown Crisis, behavior, facial expression, physical activities",King Abdulaziz University,
1,SK Jarraya,CNN-Based Crowd Counting Through IoT: Application For Saudi Public Places,2019,"CNN, Mobile Application, People Counting, Internet of Thing",King Abdulaziz University,
0,SK Jarraya,Comprehensive evaluation of static and dynamic obstacle detection method for safe navigation of the visually impaired people,2019,visually impaired people; obstacle detection; computer-vision; prediction model; supervised learning; smartphone-based,King Abdulaziz University,
6,SK Jarraya,A new emotion–based affective model to detect student’s engagement,2018,"Face expressions,Emotions,Engagement levels,Academic emotions,Affective model",King Abdulaziz University,
1,SK Jarraya,Computer Vision-Based Fall Detection Methods Using the Kinect Camera: A Survey,2018,"Fall Detection, Kinect camera, Physically disabled people, Mobility aid systems",King Abdulaziz University,
1,SK Jarraya,Vision-Based Distance Estimation Method Using Single Camera: Application to the Assistance of Visually Impaired People,2018,"Visually impaired, Computer vision ,Image processing,Distance calculation ,Smartphone application",King Abdulaziz University,
0,SK Jarraya,A Method for Tracking Road Objects,2018,"Foreground segmentation, Tracking Target, SIFT, Control and management system",King Abdulaziz University,
2,SK Jarraya,FallFree: Multiple fall scenario dataset of cane users for monitoring applications using kinect,2017,"Fall dataset , Fall Detection , Kinect , Skeleton , Color , Infrared , Depth , Tracking , Cane Users",King Abdulaziz University,
1,SK Jarraya,Watchful-Eye: a 3D skeleton-based system for fall detection of physically-disabled cane users,2017,"Physically disabled, Computer vision ,Machine learning ,Fall detection ,Skeleton tracking ,Features selection ,Kinect",King Abdulaziz University,
10,SK Jarraya,ENVISION: assisted navigation of visually impaired smartphone users,2016,Navigation tools; Obstacle detection; Visually impaired people; Machine learning,King Abdulaziz University,
3,SK Jarraya,A mobile-based obstacle detection method: application to the assistance of visually impaired people,2016,"Visually impaired people, Obstacle detection ,Prediction model ,Supervised learning ",King Abdulaziz University,
2,SK Jarraya,Adaptive moving shadow detection and removal by new semi-supervised learning technique,2016,"Shadow detection ,Cast shadow removal ,Foreground segmentation, Semi-supervised learning, Co-training technique",King Abdulaziz University,
0,SK Jarraya,Combined MPEG7 Color Descriptors for Image Classification: Bypassing the Training Phase,2015,"Image classification ,MPEG-7 color descriptors ,Ascending Hierarchical Classification ",King Abdulaziz University,
19,SK Jarraya,On line background modeling for moving object segmentation in dynamic scenes,2013,"Background modeling ,Cast shadow detection and removal ,Moving object detection",King Abdulaziz University,
4,SK Jarraya,Tracking moving objects in road traffic sequences,2012,"Tracking moving object, foreground segmentation, point descriptors, template matching",King Abdulaziz University,
4,SK Jarraya,Cast shadow detection based on semi-supervised learning,2012,"Cast shadow detection and removal ,foreground segmentation, semi-supervised learning, co-training technique",King Abdulaziz University,
21,SK Jarraya,A comparative study of proposed moving object detection methods,2011,"Moving Object Detection, Optical Flow, Background Modeling, Entropy, Dynamic Matrix",King Abdulaziz University,
3,SK Jarraya,RoadGuard-Highway Control and Management System.,2011,"Moving object detection, tracking, counting, shadow detection, shadow removal",King Abdulaziz University,
0,SK Jarraya,Highway Control and Management System,2011,"Moving object detection, Tracking, Counting, Shadow detection, Shadow removal",King Abdulaziz University,
6,SK Jarraya,Accurate background modeling for moving object detection in a dynamic scene,2010,component; moving object detection; background modeling; dynamic matrix,King Abdulaziz University,
1,SK Jarraya,An Improved Hybrid Method for Moving Object Detection,2010,"Moving object detection, entropy,  optical flow",King Abdulaziz University,
0,ST Alharbi,Mining the Global Terrorism Dataset using Machine Learning Algorithms,2019,"classification , K nearest neighbor , Naïve Bays , Random Forest , Cross Validation , Accuracy , global terrorism",Taibah University,
0,ST Alharbi,A Comparative Study of Recent Swarm Intelligence Approaches on Global Optimization,2019,"ABC, BA, FA, optimization, swarm intelligence",Taibah University,
4,ST Alharbi,The design and development of a modified artificial bee colony approach for the traveling thief problem,2018,"ABC, Combinatorial Optimization, Multi-Components Problem, Swarm Intelligence, Travelling Thief Problem",Taibah University,
